4.776337980821515443e-03,3.077711824903528849e-04,-2.582191694765992741e-04,-3.152319879335629103e-05,6.363050259456041048e-05,8.866975408723227169e-04,5.970166205678865382e-05,1.658886204325543668e-04,-3.208520366238899122e-06,3.103064507577412117e-05,3.852096382500832823e-04,-3.266566785595819344e-04,3.830445921124631461e-04,1.106046327652002360e-04,-2.932283773186254682e-06,8.111164474873944067e-05,-6.152320073016310955e-05,2.646763524449980299e-04,1.763245298695301168e-04,1.511518260916084255e-04
3.077711824903528849e-04,4.774771486267208494e-03,3.097632413389720361e-04,-2.676044088137597083e-04,-4.037055766227842411e-05,8.514038686069917055e-05,8.873348682417720292e-04,5.974893183282726751e-05,1.472767762646031656e-04,-7.399730214137031484e-06,-7.219917358605538533e-06,3.778458244784695715e-04,-3.041210417404307978e-04,3.761699051168779684e-04,1.235165540943997044e-04,-2.714279636818659434e-04,8.175420105315610157e-05,-4.996863421828988503e-05,2.696207526500022560e-04,1.789874239262173442e-04
-2.582191694765992741e-04,3.097632413389720361e-04,4.772372951492557906e-03,3.232284303923254601e-04,-2.551285576880736464e-04,2.416452473244740465e-04,8.467549689414453527e-05,8.875965054247666455e-04,8.740140522724176202e-05,1.537282907685415441e-04,-1.949168337568582337e-04,2.778122027074728309e-06,3.434681544050503083e-04,-2.917596753280056444e-04,3.555770932003790965e-04,-1.505095854660495067e-04,-2.729702189904759644e-04,6.404706894398817839e-05,-5.630908152149419833e-05,2.654607441678952435e-04
-3.152319879335629103e-05,-2.676044088137597083e-04,3.232284303923254601e-04,4.733529049686689000e-03,2.841382813499190797e-04,-1.056865189417134442e-04,2.493896527154872166e-04,8.861400773930498101e-05,8.213544727759733693e-04,7.503415179509809782e-05,2.453233165629829489e-04,-2.318356107465640323e-04,7.281261185245960091e-05,3.433954877398103195e-04,-2.618114591483316372e-04,2.239306035976318973e-04,-1.548979919183113816e-04,-2.379805677706520759e-04,9.307008117194109150e-05,-4.914481169232023228e-05
6.363050259456041048e-05,-4.037055766227842411e-05,-2.551285576880736464e-04,2.841382813499190797e-04,4.694700082687987101e-03,-1.594681856720941396e-04,-9.894429415684263536e-05,2.525826041465332582e-04,1.973091516738866775e-05,8.078837223554489111e-04,-1.538075281516295269e-04,2.094965186886481182e-04,-1.565735199810686128e-04,6.689692445377231310e-05,3.783697514669182960e-04,1.880528376564963663e-05,2.209652829696995074e-04,-1.170447132448852582e-04,-2.105355655814094000e-04,1.010737896844004168e-04
8.866975408723227169e-04,8.514038686069917055e-05,2.416452473244740465e-04,-1.056865189417134442e-04,-1.594681856720941396e-04,2.719110470710520751e-03,7.415203505447968187e-05,4.143241409634635031e-05,-3.926202954367659006e-06,-1.419249838089843975e-04,-1.123709573044416062e-04,9.362037279550265343e-05,4.741246409718899066e-04,1.583192776439394146e-04,3.388064905186719808e-05,-2.339619444747218250e-04,5.315579840641429369e-05,1.062081082675899992e-04,-2.485936858418013503e-05,2.265673953213509864e-04
5.970166205678865382e-05,8.873348682417720292e-04,8.467549689414453527e-05,2.493896527154872166e-04,-9.894429415684263536e-05,7.415203505447968187e-05,2.719737768021325639e-03,7.495826170066756172e-05,5.922679427915913237e-05,6.567341906443405411e-07,3.115542604107641523e-04,-1.077491530262825376e-04,6.977726072086962335e-05,4.862064312453398800e-04,1.423596874698064205e-04,-1.827031931056690036e-04,-2.360837372244572855e-04,4.072338646589218907e-05,1.040609739586016789e-04,-2.792770957612579147e-05
1.658886204325543668e-04,5.974893183282726751e-05,8.875965054247666455e-04,8.861400773930498101e-05,2.525826041465332582e-04,4.143241409634635031e-05,7.495826170066756172e-05,2.720504880308631870e-03,8.503717486088174804e-05,6.203257655319793003e-05,-1.525881794456686617e-04,3.132901981232752496e-04,-1.220917958784160213e-04,7.862929868895686414e-05,4.758486855023485312e-04,1.186851287672271865e-05,-1.844546695390360768e-04,-2.436307223985876961e-04,4.044802258885167031e-05,1.021325478556797580e-04
-3.208520366238899122e-06,1.472767762646031656e-04,8.740140522724176202e-05,8.213544727759733693e-04,1.973091516738866775e-05,-3.926202954367659006e-06,5.922679427915913237e-05,8.503717486088174804e-05,2.617232251181394413e-03,6.842011063754374883e-05,1.345631052989776865e-04,-2.213336979615668416e-04,4.118480563540271081e-04,-9.672003644467406993e-05,1.085970556400588891e-04,2.858650024971363222e-05,-1.946650910142899907e-06,-1.363137518262733778e-04,-1.864476539650866856e-04,4.920059390451701309e-05
3.103064507577412117e-05,-7.399730214137031484e-06,1.537282907685415441e-04,7.503415179509809782e-05,8.078837223554489111e-04,-1.419249838089843975e-04,6.567341906443405411e-07,6.203257655319793003e-05,6.842011063754374883e-05,2.615359244941913800e-03,-2.700179724476597779e-04,1.201381985158134821e-04,-2.086699981933836669e-04,4.235917149068206089e-04,-9.692501504356014540e-05,-2.848265844939833376e-04,2.426721058028741626e-05,3.872914953093893751e-06,-1.235246779144791285e-04,-1.857658121213014493e-04
